session_id,attempt_number,guess,correct_letters,correct_positions
c09c9e0a6ae4af3c11aa,4,ENTRE,2,0
c09c9e0a6ae4af3c11aa,5,SUAVE,1,0
c09c9e0a6ae4af3c11aa,6,ISOLA,1,0
1dcb865b04d7919a9b9d,1,INVÉS,1,0
1dcb865b04d7919a9b9d,2,LAZER,2,0
1dcb865b04d7919a9b9d,3,ÚNICO,1,0
1dcb865b04d7919a9b9d,4,PEIXE,1,1
1dcb865b04d7919a9b9d,5,HABIT,1,1
1dcb865b04d7919a9b9d,6,RAZÃO,1,0
a222a17d2f649c856cd5,1,DISSE,0,1
a222a17d2f649c856cd5,2,YOGUR,0,0
a222a17d2f649c856cd5,3,BRADO,1,0
a222a17d2f649c856cd5,4,FICHA,1,1
a222a17d2f649c856cd5,5,NUNCA,0,2
a222a17d2f649c856cd5,6,VERSO,1,0
94eaec6acc97ba2ddf49,1,PRETO,0,5
8c798ede8c1c1f434d3c,1,BURRO,1,0
8c798ede8c1c1f434d3c,2,QUERO,1,0
8c798ede8c1c1f434d3c,3,BRADO,1,0
8c798ede8c1c1f434d3c,4,LIVRO,1,0
8c798ede8c1c1f434d3c,5,LAZER,0,0
8c798ede8c1c1f434d3c,6,NOVAS,0,2
469801aad4dad8587d6e,1,RISCO,2,0
469801aad4dad8587d6e,2,HUMOR,1,1
469801aad4dad8587d6e,3,HERÓI,0,5
9f6b24d5540cdcec4f9c,1,POMBO,0,2
9f6b24d5540cdcec4f9c,2,LANCE,1,0
9f6b24d5540cdcec4f9c,3,BANHO,1,1
9f6b24d5540cdcec4f9c,4,MEIOS,1,0
9f6b24d5540cdcec4f9c,5,RAZÃO,2,1
9f6b24d5540cdcec4f9c,6,MILHO,0,1
d96c19949db4ed121be0,1,AGORA,1,0
d96c19949db4ed121be0,2,AINDA,0,1
d96c19949db4ed121be0,3,NOBRE,3,0
d96c19949db4ed121be0,4,OLHOS,1,0
d96c19949db4ed121be0,5,USADO,0,1
d96c19949db4ed121be0,6,DEVEM,1,1
e376880489fdc59174a0,1,HAVIA,1,1
e376880489fdc59174a0,2,AINDA,1,0
e376880489fdc59174a0,3,HERÓI,0,5
9e990a1a88f046df9d49,1,CASCA,0,5
a6765e27a42e25223a20,1,ÚNICO,0,1
a6765e27a42e25223a20,2,GREVE,0,0
a6765e27a42e25223a20,3,NOBRE,1,0
a6765e27a42e25223a20,4,PACTO,0,3
a6765e27a42e25223a20,5,FALAR,0,1
a6765e27a42e25223a20,6,BANCO,0,2
33434cf1d930b1a7897c,1,MUITO,1,0
33434cf1d930b1a7897c,2,FUMAR,2,0
33434cf1d930b1a7897c,3,ORAÇÃ,0,5
12664625e5cfee464109,1,DENTE,0,0
12664625e5cfee464109,2,VIRAR,1,1
12664625e5cfee464109,3,ZEBRA,2,0
12664625e5cfee464109,4,TECLA,2,0
12664625e5cfee464109,5,NUVEM,0,0
12664625e5cfee464109,6,ESCOA,2,0
2b97d77d9f46088e70a5,1,BRADO,0,1
2b97d77d9f46088e70a5,2,BAIXO,0,1
2b97d77d9f46088e70a5,3,SONHO,0,5
c809f0ebd72e377ec836,1,FRACO,0,5
8d99522541a527f2ce26,1,PRATO,0,5
1b73f33dd8b8410896d3,1,QUOTA,2,0
1b73f33dd8b8410896d3,2,MAGRO,0,2
1b73f33dd8b8410896d3,3,ACIMA,1,0
1b73f33dd8b8410896d3,4,JUSTO,0,1
1b73f33dd8b8410896d3,5,OFERT,1,0
1b73f33dd8b8410896d3,6,CORTE,1,0
e3269c80da4498a9b767,1,CASCA,0,5
875fbda4541b8e3481ff,1,IMAGE,2,0
875fbda4541b8e3481ff,2,BANHO,1,0
875fbda4541b8e3481ff,3,NUVEM,0,5
121e213432ed89605b45,1,OUVIU,1,0
121e213432ed89605b45,2,SENDO,2,0
121e213432ed89605b45,3,LENTO,1,0
121e213432ed89605b45,4,OUVIR,1,0
121e213432ed89605b45,5,ETAPA,0,0
121e213432ed89605b45,6,FAZER,0,0
b56522e55f50f164834c,1,GRUPO,0,0
b56522e55f50f164834c,2,LAPSO,1,0
b56522e55f50f164834c,3,FILME,0,5
1fb930d9911479d7aaee,1,TROÇA,2,0
1fb930d9911479d7aaee,2,CORVO,0,5
9f7dde12bc9fee5f35de,1,FALHA,0,5
d8f930605cd041df4064,1,BAIXO,0,1
d8f930605cd041df4064,2,JOGAR,1,0
d8f930605cd041df4064,3,CASCA,0,5
2b505a7fe1c5965033b2,1,DIZER,3,0
2b505a7fe1c5965033b2,2,SABER,2,0
2b505a7fe1c5965033b2,3,SENDO,0,1
2b505a7fe1c5965033b2,4,ABRIR,1,1
2b505a7fe1c5965033b2,5,MUNDO,0,0
2b505a7fe1c5965033b2,6,RECUO,1,1
164fc0b2e98667ba65b9,1,COURO,0,1
164fc0b2e98667ba65b9,2,DELTA,0,1
164fc0b2e98667ba65b9,3,CESTA,0,3
164fc0b2e98667ba65b9,4,FAZER,0,1
164fc0b2e98667ba65b9,5,ACHAR,3,0
164fc0b2e98667ba65b9,6,ESCOA,2,1
6dc24690c1f33781da18,1,BARCO,0,5
0dd3dab6791b142f3e3b,1,JOGOS,0,5
fdff0ea77aac0fc3644f,1,SABER,0,1
fdff0ea77aac0fc3644f,2,LENTO,2,0
fdff0ea77aac0fc3644f,3,NESTA,1,1
fdff0ea77aac0fc3644f,4,UMBRO,2,0
fdff0ea77aac0fc3644f,5,OUTRA,0,1
fdff0ea77aac0fc3644f,6,TUMOR,1,1
00e93cf6b5fd06a5cf07,1,JOGAR,1,1
00e93cf6b5fd06a5cf07,2,FAZER,1,0
00e93cf6b5fd06a5cf07,3,BANCO,1,1
00e93cf6b5fd06a5cf07,4,FAZER,1,0
00e93cf6b5fd06a5cf07,5,DOBRA,1,1
00e93cf6b5fd06a5cf07,6,SOPRO,1,2
418910b14dc12eafc37d,1,PRATO,0,5
7fbe90b30b92b7da14d0,1,AUTOR,4,0
7fbe90b30b92b7da14d0,2,JUNTA,1,1
7fbe90b30b92b7da14d0,3,PRATO,0,5
3730718cb3723469a308,1,ELETR,0,0
3730718cb3723469a308,2,TERNO,1,1
3730718cb3723469a308,3,ÚNICO,2,1
3730718cb3723469a308,4,FILHO,0,2
3730718cb3723469a308,5,MUITO,1,1
3730718cb3723469a308,6,ABRIR,1,0
dbbd4afd6fcace73ce29,1,TROÇA,0,0
dbbd4afd6fcace73ce29,2,GOLPE,0,1
dbbd4afd6fcace73ce29,3,GRADE,0,1
dbbd4afd6fcace73ce29,4,GOLPE,0,1
dbbd4afd6fcace73ce29,5,PODER,1,0
dbbd4afd6fcace73ce29,6,RUÍDO,0,0
a9b09074e50c09e577cc,1,XEQUE,0,0
a9b09074e50c09e577cc,2,IMÓVE,0,0
a9b09074e50c09e577cc,3,IDADE,1,0
a9b09074e50c09e577cc,4,ETAPA,1,1
a9b09074e50c09e577cc,5,CORTE,0,0
a9b09074e50c09e577cc,6,OLHOS,2,0
b1ca12e4198adecf8aec,1,ACIMA,1,0
b1ca12e4198adecf8aec,2,CARTA,2,1
b1ca12e4198adecf8aec,3,PACTO,1,3
b1ca12e4198adecf8aec,4,FARSA,2,0
b1ca12e4198adecf8aec,5,MOLHO,0,1
b1ca12e4198adecf8aec,6,LENTO,0,2
7cd2bb92c47bb399ba2b,1,JOGAR,2,0
7cd2bb92c47bb399ba2b,2,GRADE,1,0
7cd2bb92c47bb399ba2b,3,CARTA,0,2
7cd2bb92c47bb399ba2b,4,HAVIA,0,1
7cd2bb92c47bb399ba2b,5,DADOS,1,1
7cd2bb92c47bb399ba2b,6,CIRCO,0,2
0deca36f1fbd5160fc14,1,QUERO,1,1
0deca36f1fbd5160fc14,2,NUVEM,0,5
d53ac7fe0f5d5e77e627,1,VAZIO,0,2
d53ac7fe0f5d5e77e627,2,AUTOR,2,0
d53ac7fe0f5d5e77e627,3,CAMPO,0,5
31352b9fa1da2c683efc,1,SUAVE,1,0
31352b9fa1da2c683efc,2,AGORA,1,0
31352b9fa1da2c683efc,3,CARTA,0,1
31352b9fa1da2c683efc,4,CARTA,0,1
31352b9fa1da2c683efc,5,IRÔNI,1,1
31352b9fa1da2c683efc,6,BANHO,1,0
e3831b5cc48d1fa62437,1,LUGAR,2,0
e3831b5cc48d1fa62437,2,COURO,0,2
e3831b5cc48d1fa62437,3,SUAVE,1,0
e3831b5cc48d1fa62437,4,TECLA,0,1
e3831b5cc48d1fa62437,5,NEGRO,2,3
e3831b5cc48d1fa62437,6,ESCOA,2,0
616655d0426f3363b5ab,1,VERSO,1,0
616655d0426f3363b5ab,2,CASCA,0,5
ba4244c0972182fcfee1,1,VAZIO,1,0
ba4244c0972182fcfee1,2,GANHO,1,0
ba4244c0972182fcfee1,3,ESTÃO,1,0
ba4244c0972182fcfee1,4,RISCO,0,0
ba4244c0972182fcfee1,5,RAZÃO,0,0
ba4244c0972182fcfee1,6,URGIR,1,0
331392df84a5f6f6f240,1,OFERT,1,0
331392df84a5f6f6f240,2,NIXÃO,0,5
42a24d66fd6e1e7b179d,1,VAZIO,1,1
42a24d66fd6e1e7b179d,2,FRACO,0,5
1e07a1989d7993ef94b2,1,MORRO,0,5
71b6c33d3e35cddaa179,1,DENTE,0,1
71b6c33d3e35cddaa179,2,OFERT,1,0
71b6c33d3e35cddaa179,3,PODER,1,0
71b6c33d3e35cddaa179,4,LANCE,1,1
71b6c33d3e35cddaa179,5,SIGNO,0,1
71b6c33d3e35cddaa179,6,LAZER,1,0
4f88b57c2c98c486dd3d,1,MAGRO,2,1
4f88b57c2c98c486dd3d,2,PRATO,0,5
a789e18a7a51d078c148,1,FALSO,0,1
a789e18a7a51d078c148,2,JUÍZO,0,1
a789e18a7a51d078c148,3,CRISE,1,0
a789e18a7a51d078c148,4,TROCA,1,0
a789e18a7a51d078c148,5,TECLA,0,0
a789e18a7a51d078c148,6,GANHO,0,3
317f9d527443c2f65f9a,1,CORVO,0,5
32b4240f5cfc04e6ea01,1,JUÍZO,0,1
32b4240f5cfc04e6ea01,2,RAIVA,1,0
32b4240f5cfc04e6ea01,3,GENRO,0,5
07ed7586677fa31bd6e7,1,ACHAR,1,0
07ed7586677fa31bd6e7,2,ÚNICO,1,1
07ed7586677fa31bd6e7,3,PLANO,0,5
a856b8f70fc0f03d32e4,1,QUERO,0,1
a856b8f70fc0f03d32e4,2,IDEIA,0,5
39706a5dd8b20be007c8,1,NOBRE,0,2
39706a5dd8b20be007c8,2,JOGAR,1,1
39706a5dd8b20be007c8,3,MORRO,0,5
7c9dd000cf8bc6865c1b,1,NOVAS,0,1
7c9dd000cf8bc6865c1b,2,MORRO,0,5
c4a3c952e93d3293bfeb,1,RAIVA,1,0
c4a3c952e93d3293bfeb,2,OUVIR,2,0
c4a3c952e93d3293bfeb,3,XEQUE,1,0
c4a3c952e93d3293bfeb,4,IRÔNI,0,1
c4a3c952e93d3293bfeb,5,HAVIA,0,0
c4a3c952e93d3293bfeb,6,IRÔNI,0,1
cadfc8a1082ed9155000,1,DENTE,0,0
cadfc8a1082ed9155000,2,JOGOS,0,5
97457b7549677b207962,1,SABER,0,1
97457b7549677b207962,2,TERNO,1,0
97457b7549677b207962,3,DANÇA,0,5
801d23dd569227720ab8,1,CASCA,0,5
dc541fd82d7ec2a1e026,1,LENTO,0,1
dc541fd82d7ec2a1e026,2,AUTOR,2,0
dc541fd82d7ec2a1e026,3,OFERT,1,0
dc541fd82d7ec2a1e026,4,TROÇA,2,0
dc541fd82d7ec2a1e026,5,ABRIR,1,0
dc541fd82d7ec2a1e026,6,ESTÃO,0,2
fb7bd1dc440fba0d7c40,1,GESTO,0,1
fb7bd1dc440fba0d7c40,2,OLHOS,2,0
fb7bd1dc440fba0d7c40,3,CORVO,0,5
9fb6419f239a40937889,1,ÚNICO,1,0
9fb6419f239a40937889,2,BRADO,0,0
9fb6419f239a40937889,3,NUVEM,0,5
efbad8700c4cfc008deb,1,VERSO,1,0
efbad8700c4cfc008deb,2,IRÔNI,0,0
efbad8700c4cfc008deb,3,CASCA,0,5
169a3893765890b28182,1,PRATO,0,5
01ad297aa206aa4f667a,1,PREGO,2,0
01ad297aa206aa4f667a,2,LAZER,2,0
01ad297aa206aa4f667a,3,RAZÃO,1,0
01ad297aa206aa4f667a,4,INVÉS,1,0
01ad297aa206aa4f667a,5,IMAGE,2,0
01ad297aa206aa4f667a,6,ULTRA,1,0
0a5491b36cd61d0d3bb5,1,NUVEM,0,5
eb95b2f3f59f259401ce,1,GUETO,1,1
eb95b2f3f59f259401ce,2,GUETO,1,1
eb95b2f3f59f259401ce,3,QUOTA,0,1
eb95b2f3f59f259401ce,4,VAPOR,1,0
eb95b2f3f59f259401ce,5,TERNO,2,0
eb95b2f3f59f259401ce,6,TOTAL,0,0
ac42177701f5f4bc7465,1,MUNDO,0,1
ac42177701f5f4bc7465,2,MILHO,1,1
ac42177701f5f4bc7465,3,OFERT,2,0
ac42177701f5f4bc7465,4,INVÉS,0,0
ac42177701f5f4bc7465,5,CARTA,0,2
ac42177701f5f4bc7465,6,FICHA,1,0
0351809b62a8e302e135,1,QUOTA,0,1
0351809b62a8e302e135,2,NUVEM,0,5
9610715a4548f13dde70,1,GREVE,0,1
9610715a4548f13dde70,2,NESTA,1,0
9610715a4548f13dde70,3,AUTOR,0,0
9610715a4548f13dde70,4,INVÉS,1,0
9610715a4548f13dde70,5,LEITE,1,1
9610715a4548f13dde70,6,DOBRA,0,0
ab7f2bf0b743ede60627,1,SOBRE,1,0
ab7f2bf0b743ede60627,2,XAMPU,2,0
ab7f2bf0b743ede60627,3,FALSO,0,0
ab7f2bf0b743ede60627,4,IMAGE,2,0
ab7f2bf0b743ede60627,5,NESTA,1,1
ab7f2bf0b743ede60627,6,ENTRE,2,0
6fda84726f296928a75e,1,SABOR,1,1
6fda84726f296928a75e,2,RASGO,0,2
6fda84726f296928a75e,3,CASCA,0,5
b45293afe8118489a342,1,NERVO,0,2
b45293afe8118489a342,2,TEMPO,0,5
94edaaed4714f0b5b8df,1,VERBO,1,2
94edaaed4714f0b5b8df,2,DADOS,1,0
94edaaed4714f0b5b8df,3,CORVO,0,5
c5dd3b435f5c63a80fd1,1,GESTO,0,2
c5dd3b435f5c63a80fd1,2,DISSE,0,0
c5dd3b435f5c63a80fd1,3,RISCO,1,1
c5dd3b435f5c63a80fd1,4,AUTOR,4,0
c5dd3b435f5c63a80fd1,5,GRADE,0,2
c5dd3b435f5c63a80fd1,6,SENDO,0,1
dcde6c5a189fbedc65f1,1,QUASE,1,0
dcde6c5a189fbedc65f1,2,MANGA,1,0
dcde6c5a189fbedc65f1,3,OUVIR,1,0
dcde6c5a189fbedc65f1,4,OUVIR,1,0
dcde6c5a189fbedc65f1,5,CRISE,1,0
dcde6c5a189fbedc65f1,6,DELTA,1,1
efba2161561183ecbb26,1,ORDEM,1,1
efba2161561183ecbb26,2,TROCO,0,5
9e0678782fe80bea1c44,1,BURRO,0,2
9e0678782fe80bea1c44,2,JOGAR,3,0
9e0678782fe80bea1c44,3,GENRO,0,5
226ab3cf06fcbe745ab4,1,RASGO,1,0
226ab3cf06fcbe745ab4,2,AUTOR,1,0
226ab3cf06fcbe745ab4,3,NUVEM,1,0
226ab3cf06fcbe745ab4,4,HASTE,2,0
226ab3cf06fcbe745ab4,5,BELGA,1,1
226ab3cf06fcbe745ab4,6,IMÓVE,1,1
c33b6f3e0337da341a8d,1,VERBO,0,2
c33b6f3e0337da341a8d,2,POMBO,1,2
c33b6f3e0337da341a8d,3,TEMPO,0,5
df096f2063ce7e3707ee,1,VAPOR,4,0
df096f2063ce7e3707ee,2,QUASE,0,1
df096f2063ce7e3707ee,3,AINDA,1,0
df096f2063ce7e3707ee,4,POMBO,0,2
df096f2063ce7e3707ee,5,NESTA,1,1
df096f2063ce7e3707ee,6,BOLSO,0,1
e59568b786e7e9fbdebd,1,ENTRE,2,0
e59568b786e7e9fbdebd,2,PRATO,0,5
c9e0078ec2b351e543fc,1,ETAPA,0,1
c9e0078ec2b351e543fc,2,ORDEM,1,1
c9e0078ec2b351e543fc,3,FRACO,0,5
cf86669fb487e1049bdc,1,JUÍZO,1,1
cf86669fb487e1049bdc,2,MAGRO,0,2
cf86669fb487e1049bdc,3,YOGUR,1,0
cf86669fb487e1049bdc,4,LEITE,0,0
cf86669fb487e1049bdc,5,USADO,1,1
cf86669fb487e1049bdc,6,PODER,1,1
246239343691e95a3565,1,BURRO,0,0
246239343691e95a3565,2,AGORA,0,0
246239343691e95a3565,3,HIATO,0,1
246239343691e95a3565,4,SUAVE,0,1
246239343691e95a3565,5,NEGRO,1,0
246239343691e95a3565,6,ISOLA,2,0
6bb661c623017b40c1b0,1,NOVAS,1,1
6bb661c623017b40c1b0,2,HERÓI,1,0
6bb661c623017b40c1b0,3,HABIT,1,0
6bb661c623017b40c1b0,4,ESTÃO,0,2
6bb661c623017b40c1b0,5,NOBRE,1,1
6bb661c623017b40c1b0,6,PAPEL,0,0
71f9b03eca089382f340,1,SENDO,0,1
71f9b03eca089382f340,2,DISSE,0,0
71f9b03eca089382f340,3,SUAVE,1,0
71f9b03eca089382f340,4,GESTO,1,1
71f9b03eca089382f340,5,LUGAR,3,1
71f9b03eca089382f340,6,VAZIO,0,2
b152d915a9a65039b45c,1,URGIR,1,0
b152d915a9a65039b45c,2,OUVIR,3,0
b152d915a9a65039b45c,3,CORVO,0,5
3c5988d92b0b9d4b41be,1,FRACO,0,5
1bdf9fad91c3ee2897b2,1,XEQUE,0,0
1bdf9fad91c3ee2897b2,2,FALAR,0,1
1bdf9fad91c3ee2897b2,3,PAZÃO,0,5
247b45c45396eb166c1a,1,CORTE,1,1
247b45c45396eb166c1a,2,CAMPO,0,5
67f47363d97c3fa0cadf,1,SABER,2,0
67f47363d97c3fa0cadf,2,MOLHO,1,0
67f47363d97c3fa0cadf,3,CALOR,1,0
67f47363d97c3fa0cadf,4,GANHO,1,0
67f47363d97c3fa0cadf,5,FUMAR,1,0
67f47363d97c3fa0cadf,6,TOTAL,0,0
ba64b16784500cf1d447,1,HERÓI,0,1
ba64b16784500cf1d447,2,FALSO,0,2
ba64b16784500cf1d447,3,ZEBRA,3,0
ba64b16784500cf1d447,4,CRISE,2,0
ba64b16784500cf1d447,5,PAUSA,0,1
ba64b16784500cf1d447,6,IMÓVE,0,0
97e18d7f0de81b150eea,1,MANGA,0,1
97e18d7f0de81b150eea,2,DENTE,0,0
97e18d7f0de81b150eea,3,PAZÃO,0,5
9cf1781417d2bc3af2c5,1,JARRA,0,2
9cf1781417d2bc3af2c5,2,FALHA,0,5
7ca8a09d91e3ca2c8fba,1,LEITE,0,0
7ca8a09d91e3ca2c8fba,2,BANHO,0,1
7ca8a09d91e3ca2c8fba,3,CASCA,0,5
088d475c281b6ed75311,1,NIXÃO,0,5
57b9f4e70aeafc3e89f1,1,MEIOS,0,0
57b9f4e70aeafc3e89f1,2,OUTRA,0,1
57b9f4e70aeafc3e89f1,3,TROÇA,0,1
57b9f4e70aeafc3e89f1,4,VAZIO,0,1
57b9f4e70aeafc3e89f1,5,DENTE,0,0
57b9f4e70aeafc3e89f1,6,HABIT,1,1
f4ff779f7cfe4dd00b6d,1,ROSTO,0,5
00fb6ac836910e3d5b42,1,UNIDO,0,1
00fb6ac836910e3d5b42,2,LAZER,2,0
00fb6ac836910e3d5b42,3,PRATO,0,5
6ecc8984fb8af446fd71,1,NIXÃO,0,5
3d02df19a8471ab5a5cc,1,PREGO,1,1
3d02df19a8471ab5a5cc,2,VENTO,0,5
8ff9fdfd53f116ee9cd0,1,XAMPU,2,0
8ff9fdfd53f116ee9cd0,2,XAMPU,2,0
8ff9fdfd53f116ee9cd0,3,GANHO,1,1
8ff9fdfd53f116ee9cd0,4,CESTA,1,1
8ff9fdfd53f116ee9cd0,5,FICHA,1,0
8ff9fdfd53f116ee9cd0,6,DOBRA,3,0
f83f5823694aea4279ab,1,PAZÃO,0,5
990dc36a95e94d0a24f2,1,NEGRO,1,1
990dc36a95e94d0a24f2,2,ACIMA,1,0
990dc36a95e94d0a24f2,3,PACTO,0,0
990dc36a95e94d0a24f2,4,OUTRA,0,1
990dc36a95e94d0a24f2,5,FALSO,0,0
990dc36a95e94d0a24f2,6,HAVIA,0,1
c6718c74534a0e1817d4,1,XEROX,1,1
c6718c74534a0e1817d4,2,DADOS,1,1
c6718c74534a0e1817d4,3,HUMOR,2,0
c6718c74534a0e1817d4,4,TROCA,3,1
c6718c74534a0e1817d4,5,FARSA,0,2
c6718c74534a0e1817d4,6,LENTO,0,1
c06179785228d83d1865,1,PODER,1,0
c06179785228d83d1865,2,YOGUR,0,0
c06179785228d83d1865,3,FILME,0,5
ad3675aca15b7f4a219a,1,BEIRA,0,1
ad3675aca15b7f4a219a,2,FALHA,0,5
f8661b66f77b0e126850,1,PACTO,0,1
f8661b66f77b0e126850,2,MORRO,0,5
808d5d29761356159fe6,1,TROCO,0,5
8904f580cc8d538f8dfd,1,FILME,0,5
6420079187deed76aab8,1,PACTO,0,1
6420079187deed76aab8,2,FALHA,0,5
ba14ee597d35a7ea73c6,1,TOTAL,0,1
ba14ee597d35a7ea73c6,2,BOLSO,1,2
ba14ee597d35a7ea73c6,3,SONHO,0,5
d8b6fb3dcf6d2bdbe631,1,MEIOS,1,0
d8b6fb3dcf6d2bdbe631,2,HAVIA,1,0
d8b6fb3dcf6d2bdbe631,3,FLUXO,0,1
d8b6fb3dcf6d2bdbe631,4,DENTE,0,1
d8b6fb3dcf6d2bdbe631,5,CESTA,1,1
d8b6fb3dcf6d2bdbe631,6,FICHA,1,0
bf48718e8c510ffd87b5,1,FUMAR,1,0
bf48718e8c510ffd87b5,2,CORVO,0,5
eca94756c3238d605942,1,TUMOR,1,0
eca94756c3238d605942,2,PLANO,0,5
32d33283b5e9878b37da,1,FUMAR,1,1
32d33283b5e9878b37da,2,CAMPO,0,5
21e7062744b444011cdb,1,BANCO,1,1
21e7062744b444011cdb,2,PRATO,0,5
f69854c0d381a33f8dc2,1,CASCO,1,0
f69854c0d381a33f8dc2,2,IDEIA,0,5
bd8113baebac05ac2052,1,TOTAL,3,0
bd8113baebac05ac2052,2,PEIXE,0,1
bd8113baebac05ac2052,3,PRATO,0,5
0a7db38c4ec7478d6d0e,1,QUOTA,2,0
0a7db38c4ec7478d6d0e,2,XEQUE,0,1
0a7db38c4ec7478d6d0e,3,TEMPO,0,5
a3c338c7b2a410b2930e,1,NESTA,1,0
a3c338c7b2a410b2930e,2,FRACO,0,5
6141c01370feb1cda4a8,1,FICHA,2,0
6141c01370feb1cda4a8,2,CAMPO,0,5
6d007ecd09d93f1123a4,1,WAGON,1,0
6d007ecd09d93f1123a4,2,URGIR,0,0
6d007ecd09d93f1123a4,3,RAZÃO,0,1
6d007ecd09d93f1123a4,4,ELETR,2,0
6d007ecd09d93f1123a4,5,GUETO,2,1
6d007ecd09d93f1123a4,6,NUNCA,0,0
bf07802c2c16a2a4e1ef,1,CASCA,0,5
b20f06e52b150f9b2848,1,CORVO,0,5
a15cd87b18cfef322d95,1,ISOLA,1,0
a15cd87b18cfef322d95,2,XEROX,0,2
a15cd87b18cfef322d95,3,PREGO,2,0
a15cd87b18cfef322d95,4,HAVIA,1,1
a15cd87b18cfef322d95,5,PREGO,2,0
a15cd87b18cfef322d95,6,CIRCO,1,1
d3df9e8fea62db34f0fd,1,PRATO,0,5
133c2c8d2f9c54ce576f,1,DEVEM,0,0
133c2c8d2f9c54ce576f,2,USADO,0,2
133c2c8d2f9c54ce576f,3,MAGRO,2,1
133c2c8d2f9c54ce576f,4,NOVAS,2,0
133c2c8d2f9c54ce576f,5,SENDO,0,1
133c2c8d2f9c54ce576f,6,HABIT,1,0
28ba4e7b15a90361d2e4,1,POMBO,0,0
28ba4e7b15a90361d2e4,2,ACHAR,2,0
28ba4e7b15a90361d2e4,3,ABRIR,1,1
28ba4e7b15a90361d2e4,4,NUNCA,0,0
28ba4e7b15a90361d2e4,5,FALSO,0,0
28ba4e7b15a90361d2e4,6,IDADE,2,0
a4266e64c7138c0ec369,1,RAIVA,2,0
a4266e64c7138c0ec369,2,PAPEL,1,1
a4266e64c7138c0ec369,3,SABOR,3,0
a4266e64c7138c0ec369,4,RECUO,1,1
a4266e64c7138c0ec369,5,ESCOA,2,0
a4266e64c7138c0ec369,6,SABER,2,0
cb618874ed53425ece67,1,YOGUR,2,0
cb618874ed53425ece67,2,BANCO,0,4
cb618874ed53425ece67,3,DENTE,0,0
cb618874ed53425ece67,4,IRÔNI,1,0
cb618874ed53425ece67,5,MEIOS,1,0
cb618874ed53425ece67,6,ENTRE,1,0
db3de51a70d2179bc7b8,1,AGORA,3,0
db3de51a70d2179bc7b8,2,ZUMBI,0,0
db3de51a70d2179bc7b8,3,FRACO,0,5
63ba6cc9d41e0b090c53,1,METAL,0,5
302aa31070720643d16c,1,RECUO,2,0
302aa31070720643d16c,2,QUERO,1,1
302aa31070720643d16c,3,NUVEM,0,5
adc82ac2c137ed344a61,1,JUÍZO,0,1
adc82ac2c137ed344a61,2,BURRO,0,2
adc82ac2c137ed344a61,3,INVÉS,0,0
adc82ac2c137ed344a61,4,CARTA,0,2
adc82ac2c137ed344a61,5,RIDGO,1,2
adc82ac2c137ed344a61,6,JOGAR,4,0
35664cfc87d8981ee164,1,PRAZO,0,1
35664cfc87d8981ee164,2,OUTRA,1,0
35664cfc87d8981ee164,3,OUTRA,1,0
35664cfc87d8981ee164,4,LAZER,0,0
35664cfc87d8981ee164,5,CARTA,0,0
35664cfc87d8981ee164,6,LIVRO,0,2
2f71f859ed1d2ddc12b7,1,OUTRA,2,0
2f71f859ed1d2ddc12b7,2,CORVO,0,5
4b9060c40fbb6da806b6,1,OUVIU,1,0
4b9060c40fbb6da806b6,2,VAPOR,2,1
4b9060c40fbb6da806b6,3,CAMPO,0,5
ad778847513172192615,1,GOLPE,0,1
ad778847513172192615,2,GUETO,0,1
ad778847513172192615,3,DEVEM,1,0
ad778847513172192615,4,JOGAR,1,1
ad778847513172192615,5,MOLHO,0,2
ad778847513172192615,6,GOLPE,0,1
01b0d0560f841e308cfa,1,TROÇA,3,1
01b0d0560f841e308cfa,2,GRUPO,1,2
01b0d0560f841e308cfa,3,VERSO,1,1
01b0d0560f841e308cfa,4,DENTE,0,1
01b0d0560f841e308cfa,5,FALAR,2,0
01b0d0560f841e308cfa,6,RASGO,2,1
75b7527056a8db626b43,1,FALSO,2,0
75b7527056a8db626b43,2,GREVE,1,0
75b7527056a8db626b43,3,VALOR,2,0
75b7527056a8db626b43,4,TOTAL,0,3
75b7527056a8db626b43,5,ESCOA,2,0
75b7527056a8db626b43,6,INVÉS,0,0
f80f15f0747f67cafe09,1,ZEBRA,0,1
f80f15f0747f67cafe09,2,SABER,1,0
f80f15f0747f67cafe09,3,URGIR,0,0
f80f15f0747f67cafe09,4,ONDAS,2,0
f80f15f0747f67cafe09,5,GOLPE,2,0
f80f15f0747f67cafe09,6,GOLPE,2,0
7ddc338efe3be4ee1aa6,1,GANHO,0,1
7ddc338efe3be4ee1aa6,2,RIDGO,1,1
7ddc338efe3be4ee1aa6,3,HAVIA,1,0
7ddc338efe3be4ee1aa6,4,AGORA,2,0
7ddc338efe3be4ee1aa6,5,POMBO,0,2
7ddc338efe3be4ee1aa6,6,POMBO,0,2
887756f31021c3fae912,1,ZUMBI,0,0
887756f31021c3fae912,2,BRADO,1,0
887756f31021c3fae912,3,CRISE,1,0
887756f31021c3fae912,4,IMAGE,1,0
887756f31021c3fae912,5,COURO,1,1
887756f31021c3fae912,6,YOGUR,0,2
1e375f394ccf88494c87,1,PRATO,0,5
038b623d4db04fe1e15a,1,PAUSA,0,2
038b623d4db04fe1e15a,2,GESTO,0,0
038b623d4db04fe1e15a,3,NOBRE,0,0
038b623d4db04fe1e15a,4,FILHO,0,3
